Gr_ID,Full Name,Email,Phone Number,Course,Branch,Registration Date,College,Field
GR0971,Riya Joshi,riya.joshi11@example.com,+91 9539822158,Full Stack Development,RWAM1 - Amreli,2026-02-16,Gujarat University,BCA
GR0972,Neha Shah,neha.shah11@example.com,+91 6944919927,AI/ML & Data Science,RWA4 - Bopal,2026-02-09,Marwadi University,B.Tech Computer Science
GR0973,Amit Trivedi,amit.trivedi59@example.com,+91 6899474138,Full Stack Development,RWA1 - Nikol,2026-02-07,L.D. College of Engineering,B.Tech Computer Science
GR0974,Pooja Singh,pooja.singh73@example.com,+91 9227896294,Graphic | UI/UX,RWBH1 - Bharuch,2026-02-02,DDU,B.Tech Computer Science
GR0975,Amit Joshi,amit.joshi85@example.com,+91 8463753339,AI/ML & Data Science,RWNV1 - Navshari,2026-02-26,DDU,BBA
GR0976,Diya Chauhan,diya.chauhan54@example.com,+91 7477077368,Graphic | UI/UX,RWR1 - Kotecha,2026-02-13,L.D. College of Engineering,B.Tech Computer Science
GR0977,Riya Desai,riya.desai43@example.com,+91 9728397291,Video Editing | 3D Animation,RWR2 - Mavdi,2026-02-10,Gujarat University,BBA
GR0978,Shaurya Parmar,shaurya.parmar18@example.com,+91 9670787983,Graphic | Video Editing,RWA6 - Vastral,2026-02-28,Gujarat University,B.Tech Computer Science
GR0979,Isha Mehta,isha.mehta80@example.com,+91 6351346218,Video Editing | 3D Animation,RW5 - Ved Road,2026-02-13,Nirma University,B.Com
GR0980,Kriti Singh,kriti.singh35@example.com,+91 8000715457,Graphic | Video Editing,RWA6 - Vastral,2026-02-05,DDU,BBA
GR0981,Sneha Sharma,sneha.sharma32@example.com,+91 9043254792,Video Editing | 3D Animation,RW6 - Adajan,2026-02-26,RK University,B.Sc IT
GR0982,Isha Patel,isha.patel31@example.com,+91 9496295536,Video Editing | 3D Animation,RW1 - A.K Road,2026-02-24,L.D. College of Engineering,MCA
GR0983,Maya Verma,maya.verma42@example.com,+91 7923438361,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-14,MSU Baroda,BBA
GR0984,Sneha Verma,sneha.verma92@example.com,+91 9103814384,Full Stack Development,RW1 - A.K Road,2026-02-23,MSU Baroda,B.Sc IT
GR0985,Vivaan Vyas,vivaan.vyas64@example.com,+91 7262466032,Graphic | Video Editing,RW7 - Vesu,2026-02-13,MSU Baroda,B.Com
GR0986,Isha Kumar,isha.kumar45@example.com,+91 6032099927,Graphic | UI/UX,RW5 - Ved Road,2026-02-02,VNSGU,B.Tech Computer Science
GR0987,Riya Chauhan,riya.chauhan95@example.com,+91 7690395949,Graphic | Video Editing,RW2 - Yogi Chowk,2026-02-15,RK University,Diploma in IT
GR0988,Diya Singh,diya.singh83@example.com,+91 8554096886,Video Editing | 3D Animation,RW4 - Mota Varachha,2026-02-08,L.D. College of Engineering,Diploma in IT
GR0989,Riya Desai,riya.desai70@example.com,+91 9468630869,AI/ML & Data Science,RW8 - Dindoli,2026-02-26,Silver Oak University,M.Sc IT
GR0990,Riya Vyas,riya.vyas32@example.com,+91 8919056450,Full Stack Development,RWR2 - Mavdi,2026-02-18,L.D. College of Engineering,BBA
GR0991,Ramesh Singh,ramesh.singh85@example.com,+91 8321211310,Full Stack Development,RWNV1 - Navshari,2026-02-24,RK University,M.Sc IT
GR0992,Ishaan Gupta,ishaan.gupta38@example.com,+91 6919367230,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-04,VNSGU,BBA
GR0993,Kavya Kumar,kavya.kumar66@example.com,+91 6340661856,Graphic | UI/UX,RWGN1 - Gandhinagar,2026-02-06,L.D. College of Engineering,B.Sc IT
GR0994,Sai Chauhan,sai.chauhan31@example.com,+91 7435554066,Video Editing | 3D Animation,RWBH1 - Bharuch,2026-02-04,Silver Oak University,BBA
GR0995,Krishna Verma,krishna.verma76@example.com,+91 9006481926,AI/ML & Data Science,RWGN1 - Gandhinagar,2026-02-04,VNSGU,MCA
GR0996,Krishna Kumar,krishna.kumar65@example.com,+91 7193348674,AI/ML & Data Science,RWMH - Maheshana,2026-02-20,MSU Baroda,M.Sc IT
GR0997,Maya Singh,maya.singh96@example.com,+91 9016001924,Full Stack Development,RWBH1 - Bharuch,2026-02-02,VNSGU,MCA
GR0998,Aditya Gupta,aditya.gupta69@example.com,+91 6466316313,Graphic | Video Editing,RWSON - Online,2026-02-14,RK University,BBA
GR0999,Shaurya Desai,shaurya.desai62@example.com,+91 9236532798,Video Editing | 3D Animation,RWGN1 - Gandhinagar,2026-02-04,SVNIT,BCA
GR1000,Riya Mehta,riya.mehta19@example.com,+91 9743158798,AI/ML & Data Science,RW2 - Yogi Chowk,2026-02-25,RK University,MCA
GR1001,Aditya Sharma,aditya.sharma69@example.com,+91 7519577628,Full Stack Development,RWBH1 - Bharuch,2026-02-02,Nirma University,BBA
GR1002,Suresh Shah,suresh.shah45@example.com,+91 8061240700,Graphic | Video Editing,RWMH - Maheshana,2026-02-25,DDU,M.Sc IT
GR1003,Isha Singh,isha.singh15@example.com,+91 6157785090,AI/ML & Data Science,RW5 - Ved Road,2026-02-22,Gujarat University,BBA
GR1004,Isha Rathod,isha.rathod19@example.com,+91 8321632680,AI/ML & Data Science,RWR1 - Kotecha,2026-02-10,L.D. College of Engineering,MCA
GR1005,Riya Desai,riya.desai52@example.com,+91 9375124130,Full Stack Development,RWMH - Maheshana,2026-02-05,L.D. College of Engineering,M.Sc IT
GR1006,Sai Rathod,sai.rathod95@example.com,+91 8135325963,Video Editing | 3D Animation,RW6 - Adajan,2026-02-02,Nirma University,M.Sc IT
GR1007,Isha Trivedi,isha.trivedi39@example.com,+91 7977056051,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-05,DDU,B.Sc IT
GR1008,Pooja Mehta,pooja.mehta18@example.com,+91 9086600725,Full Stack Development,RWA4 - Bopal,2026-02-14,DDU,Diploma in IT
GR1009,Pooja Sharma,pooja.sharma63@example.com,+91 9234791750,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-24,RK University,B.Com
GR1010,Kriti Shah,kriti.shah53@example.com,+91 7046868357,Graphic | UI/UX,RWNV1 - Navshari,2026-02-16,DDU,BCA
GR1011,Rahul Mehta,rahul.mehta34@example.com,+91 7681385851,Full Stack Development,RWMH - Maheshana,2026-02-21,L.D. College of Engineering,BBA
GR1012,Riya Singh,riya.singh56@example.com,+91 9309705092,Video Editing | 3D Animation,RWJN1 - Junagadh,2026-02-05,Silver Oak University,BBA
GR1013,Ishaan Trivedi,ishaan.trivedi54@example.com,+91 8346710530,Video Editing | 3D Animation,RW8 - Dindoli,2026-02-28,VNSGU,Diploma in IT
GR1014,Amit Sharma,amit.sharma40@example.com,+91 6392097413,Graphic | UI/UX,RW4 - Mota Varachha,2026-02-04,Silver Oak University,MCA
GR1015,Vikram Desai,vikram.desai64@example.com,+91 7483371912,AI/ML & Data Science,RWA1 - Nikol,2026-02-23,Silver Oak University,B.Sc IT
GR1016,Riya Gupta,riya.gupta91@example.com,+91 9170234635,Graphic | UI/UX,RWR2 - Mavdi,2026-02-07,SVNIT,B.Com
GR1017,Vikram Shah,vikram.shah71@example.com,+91 8418988750,Graphic | UI/UX,RWA4 - Bopal,2026-02-13,VNSGU,B.Sc IT
GR1018,Aditya Desai,aditya.desai40@example.com,+91 6391305619,Graphic | Video Editing,RWA1 - Nikol,2026-02-07,L.D. College of Engineering,B.Sc IT
GR1019,Aarav Patel,aarav.patel40@example.com,+91 6625828687,Graphic | Video Editing,RWA6 - Vastral,2026-02-19,VNSGU,M.Sc IT
GR1020,Maya Singh,maya.singh47@example.com,+91 9420927491,Video Editing | 3D Animation,RWMH - Maheshana,2026-02-21,Marwadi University,B.Com
GR1021,Kavya Vyas,kavya.vyas73@example.com,+91 7764918680,Graphic | Video Editing,RWA2 - Navrangpura,2026-02-11,RK University,B.Com
GR1022,Amit Parmar,amit.parmar39@example.com,+91 9195533929,Full Stack Development,RWSON - Online,2026-02-28,Silver Oak University,B.Com
GR1023,Maya Singh,maya.singh88@example.com,+91 7695374494,AI/ML & Data Science,RWSON - Online,2026-02-06,SVNIT,B.Com
GR1024,Kriti Trivedi,kriti.trivedi18@example.com,+91 7343997909,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-13,RK University,B.Tech Computer Science
GR1025,Sneha Kumar,sneha.kumar75@example.com,+91 6357297688,AI/ML & Data Science,RW7 - Vesu,2026-02-16,L.D. College of Engineering,B.Sc IT
GR1026,Isha Rathod,isha.rathod25@example.com,+91 9336993648,Full Stack Development,RW1 - A.K Road,2026-02-13,RK University,B.Tech Computer Science
GR1027,Ayaan Singh,ayaan.singh87@example.com,+91 6369186413,Video Editing | 3D Animation,RWA1 - Nikol,2026-02-28,L.D. College of Engineering,B.Com
GR1028,Tara Chauhan,tara.chauhan16@example.com,+91 8369015394,Graphic | Video Editing,RWA1 - Nikol,2026-02-16,VNSGU,BBA
GR1029,Krishna Patel,krishna.patel23@example.com,+91 7548091868,Full Stack Development,RWR2 - Mavdi,2026-02-01,RK University,BBA
GR1030,Riya Trivedi,riya.trivedi23@example.com,+91 6501970196,Graphic | Video Editing,RW5 - Ved Road,2026-02-11,VNSGU,BBA
GR1031,Ishaan Shah,ishaan.shah52@example.com,+91 7297437313,Graphic | Video Editing,RWR1 - Kotecha,2026-02-01,Nirma University,B.Sc IT
GR1032,Kriti Rathod,kriti.rathod89@example.com,+91 6247951924,AI/ML & Data Science,RWR2 - Mavdi,2026-02-16,SVNIT,MCA
GR1033,Aarav Gupta,aarav.gupta88@example.com,+91 6083907048,Graphic | Video Editing,RWR1 - Kotecha,2026-02-04,MSU Baroda,MCA
GR1034,Suresh Gupta,suresh.gupta11@example.com,+91 9118569681,Graphic | Video Editing,RWAM1 - Amreli,2026-02-09,Nirma University,BCA
GR1035,Aarav Mehta,aarav.mehta93@example.com,+91 6734611827,Video Editing | 3D Animation,RWR1 - Kotecha,2026-02-01,Silver Oak University,Diploma in IT
GR1036,Vihaan Mehta,vihaan.mehta31@example.com,+91 9313015121,AI/ML & Data Science,RWMH - Maheshana,2026-02-16,Marwadi University,B.Sc IT
GR1037,Ishaan Chauhan,ishaan.chauhan53@example.com,+91 6817948761,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-28,Gujarat University,BBA
GR1038,Suresh Chauhan,suresh.chauhan79@example.com,+91 9184598109,Video Editing | 3D Animation,RW6 - Adajan,2026-02-20,Gujarat University,B.Tech Computer Science
GR1039,Neha Shah,neha.shah24@example.com,+91 6444346993,Full Stack Development,RWA1 - Nikol,2026-02-21,SVNIT,B.Tech Computer Science
GR1040,Ishaan Vyas,ishaan.vyas10@example.com,+91 7127997627,AI/ML & Data Science,RWGN1 - Gandhinagar,2026-02-09,Marwadi University,B.Com
GR1041,Sai Joshi,sai.joshi14@example.com,+91 9225589148,AI/ML & Data Science,RWA2 - Navrangpura,2026-02-03,Nirma University,BBA
GR1042,Amit Joshi,amit.joshi23@example.com,+91 7632807089,Graphic | Video Editing,RWA4 - Bopal,2026-02-24,RK University,B.Com
GR1043,Ramesh Shah,ramesh.shah58@example.com,+91 8546855030,Graphic | UI/UX,RWA3 - Maninagar,2026-02-14,VNSGU,Diploma in IT
GR1044,Diya Joshi,diya.joshi70@example.com,+91 6882499671,Graphic | UI/UX,RWA5 - Chandkheda,2026-02-16,L.D. College of Engineering,M.Sc IT
GR1045,Shaurya Kumar,shaurya.kumar29@example.com,+91 9098218481,Video Editing | 3D Animation,RWMH - Maheshana,2026-02-14,Silver Oak University,B.Com
GR1046,Tara Parmar,tara.parmar88@example.com,+91 6617939973,Graphic | Video Editing,RWBH1 - Bharuch,2026-02-19,VNSGU,B.Sc IT
GR1047,Shaurya Patel,shaurya.patel13@example.com,+91 8119554701,AI/ML & Data Science,RW6 - Adajan,2026-02-14,DDU,M.Sc IT
GR1048,Diya Chauhan,diya.chauhan95@example.com,+91 8593710127,Graphic | Video Editing,RWGN1 - Gandhinagar,2026-02-02,L.D. College of Engineering,B.Com
GR1049,Krishna Chauhan,krishna.chauhan80@example.com,+91 7740581974,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-06,Silver Oak University,M.Sc IT
GR1050,Krishna Gupta,krishna.gupta53@example.com,+91 7191165331,Full Stack Development,RWJN1 - Junagadh,2026-02-03,Gujarat University,MCA
GR1051,Krishna Verma,krishna.verma77@example.com,+91 6364542913,Graphic | UI/UX,RW1 - A.K Road,2026-02-25,MSU Baroda,M.Sc IT
GR1052,Shaurya Trivedi,shaurya.trivedi57@example.com,+91 8357421197,Graphic | Video Editing,RWR2 - Mavdi,2026-02-23,MSU Baroda,Diploma in IT
GR1053,Kavya Singh,kavya.singh63@example.com,+91 9296489956,Graphic | UI/UX,RW2 - Yogi Chowk,2026-02-24,L.D. College of Engineering,MCA
GR1054,Krishna Verma,krishna.verma50@example.com,+91 8658796026,Graphic | UI/UX,RWGN1 - Gandhinagar,2026-02-07,Nirma University,B.Com
GR1055,Ramesh Parmar,ramesh.parmar43@example.com,+91 6301496443,Video Editing | 3D Animation,RW8 - Dindoli,2026-02-16,DDU,B.Com
GR1056,Krishna Rathod,krishna.rathod87@example.com,+91 9398379798,AI/ML & Data Science,RWMH - Maheshana,2026-02-21,Marwadi University,B.Tech Computer Science
GR1057,Arjun Verma,arjun.verma23@example.com,+91 7983590631,Full Stack Development,RWVN1 - Vidhyanagar,2026-02-26,Silver Oak University,BCA
GR1058,Kriti Desai,kriti.desai90@example.com,+91 7347585968,Full Stack Development,RW1 - A.K Road,2026-02-20,Marwadi University,B.Tech Computer Science
GR1059,Suresh Desai,suresh.desai74@example.com,+91 7680067069,Graphic | Video Editing,RW5 - Ved Road,2026-02-13,Nirma University,MCA
GR1060,Tara Rathod,tara.rathod74@example.com,+91 9126553937,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-16,DDU,BCA
GR1061,Diya Shah,diya.shah57@example.com,+91 9538574532,Graphic | Video Editing,RWSON - Online,2026-02-28,Marwadi University,BBA
GR1062,Pooja Parmar,pooja.parmar31@example.com,+91 8646296314,Graphic | Video Editing,RWSON - Online,2026-02-27,SVNIT,M.Sc IT
GR1063,Arjun Kumar,arjun.kumar88@example.com,+91 9300134415,Video Editing | 3D Animation,RWA2 - Navrangpura,2026-02-21,Marwadi University,Diploma in IT
GR1064,Pooja Kumar,pooja.kumar98@example.com,+91 6836681143,Full Stack Development,RW7 - Vesu,2026-02-16,Silver Oak University,B.Tech Computer Science
GR1065,Neha Kumar,neha.kumar97@example.com,+91 7733918709,Graphic | UI/UX,RWBH1 - Bharuch,2026-02-26,SVNIT,MCA
GR1066,Pooja Shah,pooja.shah81@example.com,+91 7968101431,Graphic | UI/UX,RWVN1 - Vidhyanagar,2026-02-11,Nirma University,B.Tech Computer Science
GR1067,Rahul Parmar,rahul.parmar79@example.com,+91 9416883674,Video Editing | 3D Animation,RW8 - Dindoli,2026-02-19,DDU,B.Com
GR1068,Sneha Singh,sneha.singh16@example.com,+91 7517223294,Graphic | UI/UX,RWA6 - Vastral,2026-02-24,DDU,BCA
GR1069,Kavya Gupta,kavya.gupta14@example.com,+91 9602917688,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-19,Silver Oak University,Diploma in IT
GR1070,Rahul Gupta,rahul.gupta78@example.com,+91 7672679343,Graphic | UI/UX,RWVN1 - Vidhyanagar,2026-02-02,Marwadi University,M.Sc IT
GR1071,Vivaan Rathod,vivaan.rathod40@example.com,+91 7163939452,AI/ML & Data Science,RW7 - Vesu,2026-02-12,VNSGU,M.Sc IT
GR1072,Diya Chauhan,diya.chauhan61@example.com,+91 9472535902,Graphic | Video Editing,RW7 - Vesu,2026-02-12,Nirma University,BCA
GR1073,Vihaan Rathod,vihaan.rathod81@example.com,+91 8820787303,Video Editing | 3D Animation,RWBN - Bhavnagar,2026-02-08,DDU,B.Sc IT
GR1074,Riya Trivedi,riya.trivedi70@example.com,+91 9166019045,AI/ML & Data Science,RWA2 - Navrangpura,2026-02-18,Silver Oak University,M.Sc IT
GR1075,Aditya Vyas,aditya.vyas93@example.com,+91 7352585081,AI/ML & Data Science,RW4 - Mota Varachha,2026-02-09,Silver Oak University,B.Com
GR1076,Ishaan Trivedi,ishaan.trivedi63@example.com,+91 9200757527,Graphic | UI/UX,RW5 - Ved Road,2026-02-02,Marwadi University,Diploma in IT
GR1077,Vikram Kumar,vikram.kumar89@example.com,+91 9780940793,Graphic | UI/UX,RWA3 - Maninagar,2026-02-10,DDU,MCA
GR1078,Pooja Joshi,pooja.joshi61@example.com,+91 7510099036,Video Editing | 3D Animation,RWA1 - Nikol,2026-02-25,Marwadi University,M.Sc IT
GR1079,Diya Joshi,diya.joshi15@example.com,+91 8632926984,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-08,Gujarat University,B.Sc IT
GR1080,Sai Desai,sai.desai25@example.com,+91 8855926657,Graphic | Video Editing,RW5 - Ved Road,2026-02-15,Marwadi University,Diploma in IT
GR1081,Pooja Singh,pooja.singh52@example.com,+91 7836931319,Video Editing | 3D Animation,RWR1 - Kotecha,2026-02-04,Nirma University,Diploma in IT
GR1082,Riya Rathod,riya.rathod28@example.com,+91 9689698879,AI/ML & Data Science,RWR1 - Kotecha,2026-02-15,Silver Oak University,B.Tech Computer Science
GR1083,Maya Patel,maya.patel96@example.com,+91 8687628881,Video Editing | 3D Animation,RWR1 - Kotecha,2026-02-27,Gujarat University,Diploma in IT
GR1084,Ishaan Joshi,ishaan.joshi79@example.com,+91 8842254278,Video Editing | 3D Animation,RW6 - Adajan,2026-02-14,Marwadi University,Diploma in IT
GR1085,Suresh Mehta,suresh.mehta11@example.com,+91 8723548184,Graphic | Video Editing,RW1 - A.K Road,2026-02-15,RK University,B.Com
GR1086,Arjun Sharma,arjun.sharma69@example.com,+91 6638125355,Graphic | UI/UX,RWBN - Bhavnagar,2026-02-22,Nirma University,B.Tech Computer Science
GR1087,Isha Vyas,isha.vyas88@example.com,+91 9925604139,Full Stack Development,RW5 - Ved Road,2026-02-17,Silver Oak University,BBA
GR1088,Tara Rathod,tara.rathod22@example.com,+91 6145664032,Graphic | UI/UX,RWR1 - Kotecha,2026-02-27,VNSGU,MCA
GR1089,Vihaan Sharma,vihaan.sharma31@example.com,+91 7342429219,AI/ML & Data Science,RW7 - Vesu,2026-02-01,Nirma University,B.Tech Computer Science
GR1090,Neha Vyas,neha.vyas95@example.com,+91 7448951399,Video Editing | 3D Animation,RW1 - A.K Road,2026-02-21,RK University,BCA
GR1091,Ishaan Vyas,ishaan.vyas83@example.com,+91 7324555074,Graphic | UI/UX,RW2 - Yogi Chowk,2026-02-19,DDU,B.Tech Computer Science
GR1092,Aarav Rathod,aarav.rathod79@example.com,+91 9723618490,Graphic | Video Editing,RW2 - Yogi Chowk,2026-02-03,VNSGU,B.Com
GR1093,Isha Desai,isha.desai69@example.com,+91 6737762046,Video Editing | 3D Animation,RWA2 - Navrangpura,2026-02-27,RK University,B.Sc IT
GR1094,Diya Chauhan,diya.chauhan35@example.com,+91 6104187963,Video Editing | 3D Animation,RWBN - Bhavnagar,2026-02-03,VNSGU,Diploma in IT
GR1095,Aarav Desai,aarav.desai85@example.com,+91 7391115038,Graphic | UI/UX,RWA2 - Navrangpura,2026-02-21,L.D. College of Engineering,B.Com
GR1096,Sneha Desai,sneha.desai74@example.com,+91 7128563289,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-15,L.D. College of Engineering,BCA
GR1097,Isha Patel,isha.patel25@example.com,+91 7884914344,Video Editing | 3D Animation,RWA6 - Vastral,2026-02-18,MSU Baroda,BCA
GR1098,Aarav Joshi,aarav.joshi64@example.com,+91 8521629307,Graphic | Video Editing,RWA4 - Bopal,2026-02-22,DDU,MCA
GR1099,Amit Sharma,amit.sharma53@example.com,+91 6304824544,Graphic | Video Editing,RWR2 - Mavdi,2026-02-09,L.D. College of Engineering,BCA
GR1100,Vivaan Rathod,vivaan.rathod21@example.com,+91 9505481089,Graphic | UI/UX,RWA3 - Maninagar,2026-02-07,MSU Baroda,M.Sc IT
GR1101,Sneha Gupta,sneha.gupta69@example.com,+91 9283445674,Video Editing | 3D Animation,RW7 - Vesu,2026-02-06,Gujarat University,MCA
GR1102,Rahul Singh,rahul.singh56@example.com,+91 7604478471,Full Stack Development,RWMH - Maheshana,2026-02-24,DDU,B.Tech Computer Science
GR1103,Isha Mehta,isha.mehta17@example.com,+91 9112908008,Graphic | Video Editing,RWSON - Online,2026-02-01,Silver Oak University,B.Sc IT
GR1104,Ayaan Singh,ayaan.singh74@example.com,+91 7856831671,Video Editing | 3D Animation,RWA1 - Nikol,2026-02-14,SVNIT,B.Com
GR1105,Krishna Chauhan,krishna.chauhan89@example.com,+91 6195866301,Video Editing | 3D Animation,RWR2 - Mavdi,2026-02-20,Silver Oak University,M.Sc IT
GR1106,Suresh Kumar,suresh.kumar19@example.com,+91 9943523475,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-02,Silver Oak University,BCA
GR1107,Suresh Verma,suresh.verma53@example.com,+91 6065530766,Graphic | Video Editing,RW8 - Dindoli,2026-02-06,Silver Oak University,Diploma in IT
GR1108,Krishna Shah,krishna.shah13@example.com,+91 6413277815,Graphic | UI/UX,RWVN1 - Vidhyanagar,2026-02-04,L.D. College of Engineering,B.Sc IT
GR1109,Sneha Parmar,sneha.parmar98@example.com,+91 8842717686,Graphic | UI/UX,RWA6 - Vastral,2026-02-16,VNSGU,BBA
GR1110,Vivaan Mehta,vivaan.mehta32@example.com,+91 8550158280,Full Stack Development,RWA1 - Nikol,2026-02-15,Nirma University,Diploma in IT
GR1111,Ramesh Sharma,ramesh.sharma48@example.com,+91 6922325139,Graphic | UI/UX,RWA5 - Chandkheda,2026-02-15,RK University,BBA
GR1112,Diya Desai,diya.desai89@example.com,+91 8676433697,Graphic | UI/UX,RWNV1 - Navshari,2026-02-02,SVNIT,MCA
GR1113,Ramesh Mehta,ramesh.mehta54@example.com,+91 7878652931,Graphic | Video Editing,RW8 - Dindoli,2026-02-25,L.D. College of Engineering,BCA
GR1114,Vikram Rathod,vikram.rathod89@example.com,+91 8178036383,Graphic | Video Editing,RWMH - Maheshana,2026-02-18,Silver Oak University,MCA
GR1115,Vikram Desai,vikram.desai91@example.com,+91 8992822239,AI/ML & Data Science,RWSON - Online,2026-02-04,L.D. College of Engineering,BCA
GR1116,Ayaan Patel,ayaan.patel57@example.com,+91 7771900228,AI/ML & Data Science,RWNV1 - Navshari,2026-02-22,L.D. College of Engineering,B.Sc IT
GR1117,Suresh Parmar,suresh.parmar13@example.com,+91 9543023523,Video Editing | 3D Animation,RWGN1 - Gandhinagar,2026-02-25,MSU Baroda,BCA
GR1118,Amit Kumar,amit.kumar80@example.com,+91 8997486598,Graphic | Video Editing,RWA6 - Vastral,2026-02-25,Silver Oak University,BCA
GR1119,Maya Singh,maya.singh76@example.com,+91 6879228814,Full Stack Development,RWBH1 - Bharuch,2026-02-03,DDU,BCA
GR1120,Isha Patel,isha.patel68@example.com,+91 6276342868,Full Stack Development,RWA3 - Maninagar,2026-02-25,DDU,MCA
GR1121,Vivaan Trivedi,vivaan.trivedi49@example.com,+91 6665701059,Video Editing | 3D Animation,RWR1 - Kotecha,2026-02-02,VNSGU,B.Sc IT
GR1122,Krishna Vyas,krishna.vyas25@example.com,+91 7705655851,Video Editing | 3D Animation,RWGN1 - Gandhinagar,2026-02-04,Marwadi University,BBA
GR1123,Rahul Joshi,rahul.joshi89@example.com,+91 8425752528,AI/ML & Data Science,RW5 - Ved Road,2026-02-04,DDU,M.Sc IT
GR1124,Kavya Shah,kavya.shah88@example.com,+91 7211638579,Graphic | UI/UX,RWA3 - Maninagar,2026-02-02,DDU,BCA
GR1125,Kriti Trivedi,kriti.trivedi89@example.com,+91 7272894537,Graphic | UI/UX,RW2 - Yogi Chowk,2026-02-12,VNSGU,BBA
GR1126,Sai Kumar,sai.kumar60@example.com,+91 6108938067,Graphic | UI/UX,RWVN1 - Vidhyanagar,2026-02-02,Silver Oak University,B.Sc IT
GR1127,Kriti Verma,kriti.verma11@example.com,+91 9919421836,Full Stack Development,RW6 - Adajan,2026-02-24,Gujarat University,B.Com
GR1128,Neha Singh,neha.singh57@example.com,+91 8870328193,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-17,L.D. College of Engineering,MCA
GR1129,Vihaan Gupta,vihaan.gupta38@example.com,+91 8086940226,Video Editing | 3D Animation,RW2 - Yogi Chowk,2026-02-13,MSU Baroda,B.Tech Computer Science
GR1130,Riya Patel,riya.patel12@example.com,+91 6713071215,Graphic | UI/UX,RWSON - Online,2026-02-15,SVNIT,BCA
GR1131,Ayaan Singh,ayaan.singh17@example.com,+91 9843428560,Video Editing | 3D Animation,RW1 - A.K Road,2026-02-16,MSU Baroda,Diploma in IT
GR1132,Isha Shah,isha.shah57@example.com,+91 9428694486,AI/ML & Data Science,RWA5 - Chandkheda,2026-02-18,L.D. College of Engineering,M.Sc IT
GR1133,Ayaan Mehta,ayaan.mehta42@example.com,+91 6942936793,AI/ML & Data Science,RWMH - Maheshana,2026-02-20,Silver Oak University,Diploma in IT
GR1134,Isha Vyas,isha.vyas13@example.com,+91 8897441937,Graphic | Video Editing,RW8 - Dindoli,2026-02-04,Gujarat University,Diploma in IT
GR1135,Sai Gupta,sai.gupta85@example.com,+91 7269473720,Graphic | Video Editing,RWA2 - Navrangpura,2026-02-18,DDU,Diploma in IT
GR1136,Ramesh Desai,ramesh.desai98@example.com,+91 8186898514,Graphic | Video Editing,RWBN - Bhavnagar,2026-02-09,MSU Baroda,B.Com
GR1137,Kriti Joshi,kriti.joshi14@example.com,+91 8080708961,AI/ML & Data Science,RW1 - A.K Road,2026-02-27,DDU,M.Sc IT
GR1138,Suresh Patel,suresh.patel74@example.com,+91 9861257980,Graphic | UI/UX,RWSON - Online,2026-02-05,Gujarat University,B.Sc IT
GR1139,Tara Chauhan,tara.chauhan67@example.com,+91 7879690324,Graphic | Video Editing,RWA6 - Vastral,2026-02-16,DDU,Diploma in IT
GR1140,Ramesh Vyas,ramesh.vyas49@example.com,+91 8746085116,AI/ML & Data Science,RW2 - Yogi Chowk,2026-02-01,VNSGU,MCA
GR1141,Ayaan Verma,ayaan.verma52@example.com,+91 9933022591,Graphic | Video Editing,RWGN1 - Gandhinagar,2026-02-04,Silver Oak University,B.Com
GR1142,Ramesh Rathod,ramesh.rathod65@example.com,+91 8721957473,Graphic | Video Editing,RW1 - A.K Road,2026-02-09,MSU Baroda,BBA
GR1143,Kriti Desai,kriti.desai75@example.com,+91 8765440225,Graphic | UI/UX,RWJN1 - Junagadh,2026-02-02,Silver Oak University,Diploma in IT
GR1144,Vikram Parmar,vikram.parmar35@example.com,+91 9787889150,Graphic | Video Editing,RW4 - Mota Varachha,2026-02-09,RK University,MCA
GR1145,Riya Desai,riya.desai50@example.com,+91 8920946508,Graphic | UI/UX,RW1 - A.K Road,2026-02-14,MSU Baroda,BBA
GR1146,Sneha Rathod,sneha.rathod33@example.com,+91 8863395084,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-20,Silver Oak University,MCA
GR1147,Aditya Singh,aditya.singh88@example.com,+91 7209715324,Video Editing | 3D Animation,RWSON - Online,2026-02-12,Marwadi University,B.Tech Computer Science
GR1148,Ayaan Gupta,ayaan.gupta55@example.com,+91 7684725280,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-01,Gujarat University,MCA
GR1149,Kriti Desai,kriti.desai43@example.com,+91 9409837447,Graphic | UI/UX,RW4 - Mota Varachha,2026-02-14,Nirma University,B.Sc IT
GR1150,Amit Mehta,amit.mehta51@example.com,+91 7388531631,Full Stack Development,RWA3 - Maninagar,2026-02-09,MSU Baroda,BCA
